scode	sname	amccode_amccode
138878	PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend	58
138879	PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend	58
138877	PGIM India Arbitrage Fund - Direct Plan - Regular Dividend	58
138885	PGIM India Arbitrage Fund - Regular Plan - Annual Dividend	58
138876	PGIM India Arbitrage Fund - Regular Plan - Growth	58
138883	PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend	58
138884	PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend	58
138887	PGIM India Arbitrage Fund - Regular Plan - Regular Dividend	58
139221	Principal Arbitrage Fund - Direct Plan - Growth	10
139219	Principal Arbitrage Fund - Direct Plan- Monthly Dividend	10
139224	Principal Arbitrage Fund - Regular Plan - Growth	10
139222	Principal Arbitrage Fund - Regular Plan - Monthly Dividend	10
119567	SBI Arbitrage Opportunities Fund - Direct Plan - DIVIDEND	22
119574	SBI Arbitrage Opportunities Fund - Direct Plan - Gr	22
104458	SBI Arbitrage Opportunities Fund - Regular Plan - Div	22
104457	SBI Arbitrage Opportunities Fund - Regular Plan - Gr	22
145724	Tata Arbitrage Fund-Direct Plan-Growth	25
145727	Tata Arbitrage Fund-Direct Plan-Monthly Dividend Payout	25
145725	Tata Arbitrage Fund-Direct Plan-Monthly Dividend Reinvstment	25
145723	Tata Arbitrage Fund-Regular Plan-Growth	25
145728	Tata Arbitrage Fund-Regular Plan-Monthly Dividend Payout	25
145726	Tata Arbitrage Fund-Regular Plan-Monthly Dividend Reinvestment	25
146296	Union Arbitrage Fund - Direct Plan - Dividend Option	61
146297	Union Arbitrage Fund - Direct Plan - Growth Option	61
146295	Union Arbitrage Fund - Regular Plan - Dividend Option	61
146294	Union Arbitrage Fund - Regular Plan - Growth Option	61
120795	UTI Arbitrage Fund - Direct Plan - Growth Option	28
120796	UTI Arbitrage Fund - Direct Plan -Dividend Option	28
104074	UTI Arbitrage Fund - Regular Plan - Dividend Option	28
104075	UTI Arbitrage Fund - Regular Plan - Growth Option	28
100120	HDFC Balance Advantage Fund - Dividend Option	9
100119	HDFC Balance Advantage Fund - Growth Option	9
118969	HDFC Balance Advantage Fund -Direct Plan - Dividend Option	9
118968	HDFC Balance Advantage Fund -Direct Plan - Growth Option	9
118738	Nippon India Balanced Advantage Fund - Direct Plan Dividend Plan	21
118737	Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Bonus Option	21
118736	Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option	21
102848	Nippon India Balanced Advantage Fund-Dividend Plan	21
102847	Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option	21
102846	Nippon India Balanced Advantage Fund-Growth Plan-Growth Option	21
119545	Sundaram Equity Hybrid Fund Direct Dividend	33
119542	Sundaram Equity Hybrid Fund Direct Growth	33
101472	Sundaram Equity Hybrid Fund Regular Dividend	33
100617	Sundaram Equity Hybrid Fund Regular Growth	33
111924	Sundaram Equity Hybrid Institutional Dividend	33
120705	Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan	3
101818	Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan	3
120550	Aditya Birla Sun Life Regular Savings Fund - Monthly Dividend - Direct Plan	3
101816	Aditya Birla Sun Life Regular Savings Fund - Monthly Dividend - Regular Plan	3
120478	Axis Regular Saver Fund - Direct Plan - Half Yearly	53
120479	Axis Regular Saver Fund - Direct Plan - Quarterly	53
112927	Axis Regular Saver Fund - Dividend Option - Annual Dividend Option	53
112926	Axis Regular Saver Fund - Dividend Option - Half Yearly	53
112925	Axis Regular Saver Fund - Dividend Option - Quarterly	53
112924	Axis Regular Saver Fund -Growth Option	53
120477	Axis Regular Saver Fund- Direct Plan - Dividend Option - Annual Dividend Option	53
120480	Axis Regular Saver Fund- Direct Plan - Growth Option	53
102661	BARODA CONSERVATIVE HYBRID FUND - Plan A - Growth Option	4
102662	BARODA CONSERVATIVE HYBRID FUND - Plan A - Monthly Dividend Option	4
102663	BARODA CONSERVATIVE HYBRID FUND - Plan A - Quarterly Dividend Option	4
119389	BARODA CONSERVATIVE HYBRID FUND - Plan B (Direct) - Growth Option	4
119391	BARODA CONSERVATIVE HYBRID FUND - Plan B (Direct) - Quarterly Dividend Option	4
119390	BARODA CONSERVATIVE HYBRID FUND - Plan B (Direct)- Monthly Dividend Option	4
120082	BNP Paribas Conservative Hybrid Fund - Direct Plan - Growth Option	59
120083	BNP Paribas Conservative Hybrid Fund - Direct Plan - Monthly Dividend Option	59
120111	BNP Paribas Conservative Hybrid Fund - Direct Plan - Quarterly Dividend Option	59
113560	BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option	59
113561	BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly Dividend Option	59
113562	BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly Dividend Option	59
118311	Canara Robeco Conservative Hybrid Fund - Direct Plan - Monthly Dividend Option	32
118310	Canara Robeco Conservative Hybrid Fund - Direct Plan - Quarterly Dividend Option	32
100601	Canara Robeco Conservative Hybrid Fund - Regular Plan - Growth	32
100600	Canara Robeco Conservative Hybrid Fund - Regular Plan - Monthly Dividend	32
112378	Canara Robeco Conservative Hybrid Fund - Regular Plan - Quarterly Dividend	32
118309	Canara Robeco Conservative Hybrid Fund-Direct Plan - Growth Option	32
118994	DSP Regular Savings Fund - Direct Plan - Growth	6
118992	DSP Regular Savings Fund - Direct Plan - Monthly Dividend	6
118993	DSP Regular Savings Fund - Direct Plan - Quarterly Dividend	6
102450	DSP Regular Savings Fund - Regular Plan - Monthly Dividend	6
102451	DSP Regular Savings Fund - Regular Plan - Quarterly Dividend	6
102448	DSP Regular Savings Fund- Regular Plan - Growth	6
119156	Essel Regular Savings Fund-Direct Plan-Growth Option	54
119157	Essel Regular Savings Fund-Direct Plan-Monthly Dividend Option	54
119158	Essel Regular Savings Fund-Direct Plan-Quarterly Dividend Option	54
113141	Essel Regular Savings Fund-Dividend Option-Monthly Dividend	54
113143	Essel Regular Savings Fund-Dividend Option-Quarterly Dividend	54
113142	Essel Regular Savings Fund-Growth	54
118574	Franklin India Debt Hybrid Fund - Direct - GROWTH	27
118575	Franklin India Debt Hybrid Fund - Direct - MONTHLY DIVIDEND	27
118576	Franklin India Debt Hybrid Fund - Direct - QUARTERLY DIVIDEND	27
100948	Franklin India Debt Hybrid Fund - Growth	27
100949	Franklin India Debt Hybrid Fund - Monthly Dividend	27
100950	Franklin India Debt Hybrid Fund - Quarterly Dividend	27
102147	HDFC Hybrid Debt Fund - Growth Plan	9
102148	HDFC Hybrid Debt Fund - Monthly Dividend Option	9
102149	HDFC Hybrid Debt Fund - Quarterly Dividend Option	9
119118	HDFC Hybrid Debt Fund -Direct Plan - Growth Option	9
119119	HDFC Hybrid Debt Fund -Direct Plan - Monthly Dividend Option	9
119120	HDFC Hybrid Debt Fund -Direct Plan - Quarterly Dividend Option	9
102261	HSBC Regular Savings Fund -  Dividend - Quarterly	37
102260	HSBC Regular Savings Fund - Dividend - Monthly	37
102262	HSBC Regular Savings Fund - Growth	37
120073	HSBC Regular Savings Fund-Growth Direct	37
120074	HSBC Regular Savings Fund-Monthly Dividend Direct	37
120075	HSBC Regular Savings Fund-Quarterly Dividend Direct	37
123183	ICICI Prudential Regular Savings Fund - Direct Plan - Bonus	20
120616	ICICI Prudential Regular Savings Fund - Direct Plan - Growth	20
120613	ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly Dividend	20
120615	ICICI Prudential Regular Savings Fund - Direct Plan - Monthly Dividend	20
120614	ICICI Prudential Regular Savings Fund - Direct Plan - Quarterly Dividend	20
128110	ICICI Prudential Regular Savings Fund - Plan - Bonus	20
102330	ICICI Prudential Regular Savings Fund - Plan - Growth	20
113098	ICICI Prudential Regular Savings Fund - Plan - Half Yearly Dividend	20
102331	ICICI Prudential Regular Savings Fund - Plan - Monthly Dividend	20
113097	ICICI Prudential Regular Savings Fund - Plan - Quarterly Dividend	20
118490	IDFC Regular Savings Fund -Direct Plan-Dividend	48
118491	IDFC Regular Savings Fund -Direct Plan-Growth	48
118492	IDFC Regular Savings Fund -Direct Plan-Quarterly Dividend	48
112352	IDFC Regular Savings Fund -Regular Plan-Dividend	48
112353	IDFC Regular Savings Fund -Regular Plan-Growth	48
113361	IDFC Regular Savings Fund -Regular Plan-Quarterly Dividend	48
142016	Indiabulls Savings Income Fund- Direct Plan-Quarterly Dividend Option	63
142015	Indiabulls Savings Income Fund- Regular Plan- Quarterly Dividend Option	63
135689	Indiabulls Savings Income Fund-Direct Plan-Growth Option	63
135690	Indiabulls Savings Income Fund-Direct Plan-Monthly Dividend Option	63
135692	Indiabulls Savings Income Fund-Regular Plan-Growth Option	63
135691	Indiabulls Savings Income FUnd-Regular Plan-Monthly Dividend Option	63
114859	Kotak Debt Hybrid - Growth	17
120154	Kotak Debt Hybrid - Growth - Direct	17
114858	Kotak Debt Hybrid - Monthly Dividend	17
120155	Kotak Debt Hybrid - Monthly Dividend - Direct	17
114860	Kotak Debt Hybrid - Quarterly Dividend	17
120156	Kotak Debt Hybrid - Quarterly Dividend - Direct	17
119852	L&T Conservative Hybrid Fund -Direct Plan- Growth	56
112487	L&T Conservative Hybrid Fund- Regular Plan - Growth	56
119853	L&T Conservative Hybrid Fund -Direct Plan-Monthly Dividend	56
112488	L&T Conservative Hybrid Fund -Regular Plan - Monthly Dividend	56
